danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song,track_id,artist,event,type,popularity
0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08,211960,4,Harry Styles,1IF5UcqRO42D12vYwceOY6,From the Dining Table,Winter,Season,69
0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4,The Neighbourhood,5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,Winter,Season,86
0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,Winter,Season,91
0.399,0.492,6,-10.777,0,0.0538,0.058,0.00101,0.11,0.159,91.066,210463,4,Ritt Momney,1fah1uAs7HeTYDlNftKr3K,Put Your Records On,Winter,Season,0
0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978,258969,4,Lorde,0TEekvXTomKt3hdXDZxxeW,Ribs,Winter,Season,0
0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4,Arctic Monkeys,086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Winter,Season,86
0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,4,Arctic Monkeys,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Winter,Season,92
0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,253587,4,Arctic Monkeys,0BxE4FqsDD1Ot4YuBXwAPp,505,Winter,Season,85
0.346,0.769,4,-7.224,1,0.109,0.00829,0.0,0.0815,0.163,150.589,250267,4,Lil Peep,4J3FltfCktHfD9iPCneDGy,Kiss,Winter,Season,0
0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,229173,4,Seafret,1Fid2jjqsHViMX6xNH70hE,Atlantis,Winter,Season,84
0.41,0.854,2,-5.609,1,0.0366,0.00236,0.0,0.133,0.456,174.584,258907,4,Oasis,1qPbGZqppFwLwcBC1JQ6Vr,Wonderwall,Winter,Season,71
0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,251187,4,The Neighbourhood,7brQHA2CgQpcMBiOlfiXYb,Afraid,Winter,Season,74
0.369,0.468,5,-9.013,1,0.0273,0.0205,0.566,0.109,0.18,94.434,290617,4,Cigarettes After Sex,0yc6Gst2xkRu0eMLeRMGCX,Apocalypse,Winter,Season,88
0.4,0.505,5,-8.574,1,0.0253,0.0856,0.777,0.112,0.283,97.759,266667,4,Cigarettes After Sex,4WfV1CNg91SBp8oG0VY0VB,Crush,Winter,Season,68
0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720,4,Jaymes Young,1SOClUWhOi8vHZYMz3GluK,Infinity,Winter,Season,80
0.531,0.509,0,-9.003,1,0.029,0.0341,0.066,0.0931,0.417,99.941,217023,4,Husbands,56sreEUrAes3e5dFhTMm8S,"You, Me, Cellphones",Winter,Season,0
0.447,0.72,7,-3.954,1,0.0332,0.0416,0.000297,0.614,0.362,157.892,195000,3,Joji,6p8eEdiZLKJH8tcjGZuNTK,Run,Winter,Season,19
0.61,0.59,11,-7.325,0,0.0362,0.694,2.32e-06,0.15,0.352,137.838,217400,4,Jaymes Young,0vMI3AJPQMjytAu8XMWr65,Feel Something,Winter,Season,57
0.454,0.401,3,-10.251,1,0.0264,0.14,0.837,0.136,0.319,93.703,320030,4,Cigarettes After Sex,1FWsomP9StpCcXNWmJk8Cl,K.,Winter,Season,83
0.565,0.55,8,-5.357,0,0.0397,0.0782,0.0,0.196,0.302,143.927,223347,4,Post Malone,2mdxJLJHzFmiiYdTZ8JcyH,I Fall Apart,Winter,Season,0
0.585,0.644,4,-8.346,1,0.0604,0.113,0.0,0.181,0.406,120.017,243173,4,Lana Del Rey,4soAFeob6xqOncRsPwa9wx,Dark Paradise,Winter,Season,44
0.448,0.719,0,-7.843,1,0.0353,0.00151,0.000295,0.218,0.0982,129.974,182933,4,Paw City,5DDWns1YLvqYbAoKQDDs5e,Canyons,Winter,Season,24
0.319,0.236,5,-9.644,1,0.0318,0.898,1.62e-05,0.272,0.254,162.351,156091,4,Kanye West,7CC6UbCs4iGsePSzFxYxNn,Moon,Winter,Season,71
0.313,0.631,4,-6.633,0,0.0415,0.188,0.000193,0.197,0.392,171.759,286253,4,Lana Del Rey,1wYDu4f5nfxwCnio99I47J,Born To Die,Winter,Season,52
0.425,0.755,6,-5.733,1,0.144,0.643,0.0543,0.11,0.204,90.007,218667,4,Jome,53hq57oY7RenB5UF8J3XTc,Mountains,Winter,Season,0
0.449,0.51,6,-9.075,1,0.0278,0.351,0.761,0.139,0.115,96.425,292110,4,Cigarettes After Sex,6ilc4vQcwMPlvAHFfsTGng,Sweet,Winter,Season,81
0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456,3,Joji,6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Winter,Season,80
0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,244804,4,Ghost,2HZLXBOnaSRhXStMLrq9fD,Mary On A Cross,Winter,Season,77
0.282,0.464,11,-11.112,0,0.0533,0.544,0.215,0.111,0.0596,148.345,295067,5,Lana Del Rey,1WeSxdELPrmtSwGRbjg6hz,Art Deco,Winter,Season,59
0.66,0.974,9,-6.564,0,0.0643,0.0103,0.155,0.0542,0.956,161.954,162963,4,Edwin Rosen,77clSTvlbXYs0ZTvPzmJF3,21 Nächte wach,Winter,Season,55
0.658,0.572,5,-6.099,0,0.0308,0.0811,0.0061,0.121,0.144,108.968,361027,4,The Weeknd,2p8IUWQDrpjuFltbdgLOag,After Hours,Winter,Season,81
0.922,0.257,3,-17.462,1,0.035,0.425,0.177,0.117,0.468,111.988,191001,4,Crisaunt,3YLKkHR4fISvRe1N34l6EJ,Dream Girl - Slowed + Reverb,Winter,Season,50
0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.642,259893,4,White Town,4ACxa9buEUnOdYEoPcnMpi,Your Woman,Winter,Season,7
0.162,0.256,2,-11.296,1,0.0346,0.0332,0.0923,0.0621,0.0784,108.893,247027,4,M83,1s9i7W8zx7Nxx78MUIsvjV,Outro,Winter,Season,70
0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107,4,Eminem,3UmaczJpikHgJFyBTAJVoz,Stan,Winter,Season,81
0.791,0.648,1,-5.722,0,0.0357,0.123,3.25e-05,0.0922,0.823,123.932,293361,4,Rockwell,6IBH0DCtwrilBvy6JAElI0,Somebody's Watching Me,Winter,Season,47
0.559,0.368,0,-10.351,0,0.0248,0.351,0.823,0.099,0.139,74.026,274577,4,Cigarettes After Sex,6VJYENs5BugMc1dCVepivD,Flash,Winter,Season,64
0.378,0.311,0,-10.012,1,0.0285,0.77,0.00183,0.0809,0.0767,56.993,306440,4,Lykke Li,33Y4cdPHbv4gkumvq39PbK,Possibility,Winter,Season,0
0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,211667,4,Joji,26hOm7dTtBi0TdpDGl141t,Die For You,Winter,Season,77
0.651,0.441,7,-11.74,1,0.0346,0.519,0.708,0.0959,0.373,109.979,234174,4,Cigarettes After Sex,2nD9CUfMMUVxL0UyFs8fGG,Pistol,Winter,Season,71
0.794,0.668,2,-7.689,1,0.0646,0.299,0.00104,0.0899,0.632,148.016,102480,4,Joji,1abwytAhbWeHrbsA9eODOy,Feeling Like The End,Winter,Season,67
0.529,0.725,8,-7.492,1,0.113,0.0751,2.39e-05,0.09,0.332,144.013,261114,4,Troye Sivan,5VrgqxF4HM4NgCboCTbMnL,HEAVEN,Winter,Season,42
0.573,0.343,10,-16.142,1,0.0389,0.789,0.402,0.0873,0.0451,138.829,222981,4,Guti,5ERQFMCgW9JO5EWqwWGpmO,Girl of My Dreams,Winter,Season,33
0.416,0.762,2,-7.385,1,0.0279,0.312,0.804,0.0559,0.461,95.967,326491,4,The 1975,1fDFHXcykq4iw8Gg7s5hG9,About You,Winter,Season,81
0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944,152293,4,Rainbow Kitten Surprise,474uVhyGgK5MtY9gMcDgGl,It's Called: Freefall,Winter,Season,81
0.57,0.398,5,-13.111,1,0.0294,0.43,0.00638,0.11,0.411,125.132,192280,3,Elliott Smith,4zetUxeSCCDwrr1jJT0SuD,Miss Misery,Winter,Season,56
0.564,0.412,8,-9.23,0,0.0274,0.554,0.0,0.151,0.29,144.689,187293,4,David Kushner,0c8K5IUrmVlieC0Fc0d8tV,Mr. Forgettable,Winter,Season,75
0.379,0.535,10,-8.845,1,0.0277,0.466,0.506,0.131,0.297,75.941,290630,4,Cigarettes After Sex,2hIsd0F6ZGfHCC1xa7vSad,Each Time You Fall in Love,Winter,Season,68
0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,227093,3,Coldplay,7D0RhFcb3CrfPuTJ0obrod,Sparks,Winter,Season,85
0.303,0.187,2,-16.757,1,0.0356,0.989,0.499,0.102,0.212,132.679,160853,4,Patrick Watson,0V5cvmTKsYmF5FmGGEAfmS,Je te laisserai des mots,Winter,Season,72
0.435,0.104,6,-22.39,0,0.0445,0.973,0.33,0.119,0.162,120.484,279316,4,Sufjan Stevens,5Qnrgqy1pAm9GyNQOgyVFz,Fourth of July,Winter,Season,79
0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,212954,4,David Kushner,1odExI7RdWc4BT515LTAwj,Daylight,Winter,Season,89
0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,307880,4,Coldplay,0BCPKOYdS2jbQ8iyB56Zns,Clocks,Winter,Season,83
0.743,0.685,4,-6.863,1,0.0975,0.0664,6.75e-05,0.0884,0.443,109.988,274320,4,BØRNS,1Dr5JexwA15wmKe7Y7maA9,Past Lives,Winter,Season,71
0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,244587,4,The Smiths,0WQiDwKJclirSYG9v5tayI,There Is a Light That Never Goes Out - 2011 Remaster,Winter,Season,81
0.471,0.634,8,-7.406,1,0.031,0.159,0.365,0.374,0.366,132.542,208500,4,Strawberry Guy,0TZejo18HlJ86OrWNsXKnw,Mrs Magic,Winter,Season,80
0.227,0.439,3,-7.159,1,0.0271,0.293,0.0,0.137,0.104,98.323,231684,3,Stephen Sanchez,4bp4kwe29qY9PBdrEgSa53,Be More,Winter,Season,60
0.381,0.115,2,-18.938,1,0.0369,0.986,0.296,0.0993,0.268,123.2,71675,4,Darkrose,25NFmJP4Obs4xZ2a8VIWhl,Love is Beautifully Painful,Winter,Season,59
0.568,0.597,10,-9.631,1,0.0405,0.801,0.17,0.309,0.197,105.415,273059,3,Finn,40XwcZVS7Oh7VvBuOWrgkk,In Luv With U,Winter,Season,52
0.574,0.479,8,-7.776,1,0.0355,0.179,0.0803,0.106,0.303,115.263,208854,4,Kali Uchis,2kSb3wYSOV996xA2NSmpck,Melting,Winter,Season,80
0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,223747,4,Cults,2enPRFda84VE2wtI8c86Uf,Always Forever,Winter,Season,80
0.408,0.398,7,-10.448,1,0.0277,0.758,0.654,0.112,0.165,142.834,256800,4,Cigarettes After Sex,3p4hRhMcb6ch8OLtATMaLw,Cry,Winter,Season,84
0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,208212,3,Lord Huron,3hRV0jL3vUpRrcy398teAU,The Night We Met,Winter,Season,89
0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,234800,4,Dr. Dog,0UV5zxRMz6AO4ZwUOZNIKI,Where'd All the Time Go?,Winter,Season,78
0.4,0.571,11,-6.534,0,0.0288,0.468,3.05e-05,0.519,0.146,61.859,212736,4,Cults,3Z0qLOS0cqWKPHXkbTXmNF,Gilded Lily,Winter,Season,77
0.393,0.487,0,-6.348,1,0.0337,0.229,0.0,0.128,0.3,151.958,230867,4,Young the Giant,77KnJc8o5G1eKVwX5ywMeZ,Mind Over Matter (Reprise),Winter,Season,76
0.408,0.338,4,-13.626,1,0.0431,0.521,0.000639,0.0732,0.1,133.943,177609,3,Chance Peña,7CiDwKE62N6ey3LyG6s7xc,In My Room,Winter,Season,79
0.536,0.436,8,-9.187,1,0.0248,0.672,0.697,0.11,0.134,105.13,286773,4,Cigarettes After Sex,70YTBH8vOGJNMhy6186yFm,Heavenly,Winter,Season,77
0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,193749,4,Tom Rosenthal,4IhTXiZLKATmwhMZIb1GQN,Lights Are On,Winter,Season,78
0.791,0.267,5,-11.997,1,0.0415,0.674,0.534,0.102,0.544,165.99,215111,4,Men I Trust,01TyFEZu6mHbffsVfxgrFn,Show Me How,Winter,Season,27
0.445,0.543,0,-8.196,1,0.0272,0.000825,0.0137,0.202,0.102,99.963,278640,4,Mitski,3sslYZcFKtUvIEWN9lADgr,First Love/Late Spring,Winter,Season,78
0.666,0.291,9,-9.918,1,0.0341,0.865,0.00012,0.324,0.481,82.488,134866,4,Genevieve Stokes,0qL3JquOSa7ErWX3RXfUgo,Habits,Winter,Season,67
0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,208212,3,Lord Huron,3hRV0jL3vUpRrcy398teAU,The Night We Met,Winter,Season,89
0.65,0.686,4,-5.198,0,0.0314,0.513,0.000189,0.138,0.497,124.019,176147,4,Alex G,4HuiEuJ7ZW8jewUuZBg6sk,Sarah,Winter,Season,74
0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587,4,Tame Impala,2X485T9Z5Ly0xyaghN73ed,Let It Happen,Winter,Season,79
0.671,0.463,11,-8.534,1,0.0439,0.391,0.0,0.162,0.347,85.002,208533,4,Noah Kahan,5ngcqrs4Xq915GUqNtNNr5,Young Blood,Winter,Season,68
0.62,0.761,10,-7.282,0,0.175,0.207,0.000147,0.269,0.194,146.003,209483,4,Jungle,19kHhX6f6EfLU7rcO3RqjO,Back On 74,Winter,Season,86
0.531,0.363,10,-7.672,1,0.0608,0.749,0.0,0.112,0.259,121.412,229720,4,Hozier,5TgEJ62DOzBpGxZ7WRsrqb,Work Song,Winter,Season,78
0.663,0.212,10,-14.012,1,0.0265,0.833,0.204,0.116,0.32,97.998,181130,4,Hazlett,4I1MhYsQQ71wkE5DiCWw5T,Stolen Seasons,Winter,Season,61
0.669,0.613,4,-11.12,0,0.036,0.487,0.176,0.132,0.566,110.668,220720,4,Bon Iver,2nilAlGEZmwyaLTMMyDdLo,For Emma,Winter,Season,67
0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,251187,4,The Neighbourhood,7brQHA2CgQpcMBiOlfiXYb,Afraid,Winter,Season,74
0.617,0.948,11,-4.236,0,0.0621,0.00226,0.00221,0.0755,0.863,139.996,183002,4,TV On The Radio,63mnZ0zF5fBwJzYg2pDo9e,Happy Idiot,Winter,Season,62
0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,132631,4,d4vd,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,Winter,Season,87
0.543,0.926,6,-6.776,0,0.0447,0.387,0.446,0.0669,0.597,80.501,262209,1,Lord Huron,54hj06Z7sm7DaHSrGGMAZG,Meet Me In The Woods,Winter,Season,63
0.356,0.611,10,-5.71,1,0.0289,0.000183,0.867,0.127,0.272,170.069,157973,4,Alex G,4iUqq3ge3oGsYiPPor64Wh,Advice,Winter,Season,67
0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,318591,4,Tame Impala,5M4yti0QxgqJieUYaEXcpw,Eventually,Winter,Season,76
0.543,0.526,2,-9.703,1,0.0582,0.0447,0.0533,0.0778,0.384,153.0,243529,3,The Backseat Lovers,4MXE6VCvTsQitHWrAxj7Kg,Maple Syrup,Winter,Season,70
0.325,0.768,0,-6.791,1,0.0334,0.143,0.909,0.0731,0.311,101.961,205040,3,The National,65aZDJQwNllPxuLPixJ4YO,Fake Empire,Winter,Season,57
0.443,0.533,7,-5.956,1,0.0473,0.429,3.66e-06,0.332,0.596,183.791,222813,4,Hozier,2DNXgvkyv35vTWvdgjs7qn,Someone New,Winter,Season,73
0.511,0.435,9,-10.254,1,0.0408,0.301,8.2e-05,0.255,0.343,120.207,124022,4,Frankie Cosmos,5Yx9t9RgATAtYoHN8gbRM0,Fool,Winter,Season,69
0.676,0.0812,2,-22.846,1,0.0398,0.979,0.416,0.118,0.314,125.075,401413,4,Bon Iver,20AC70RUlVz6A6dCcQ5tRS,Re: Stacks,Winter,Season,63
0.568,0.871,0,-3.453,1,0.0308,0.0553,0.51,0.303,0.374,119.99,246493,4,The Neighbourhood,2Kt1XplPBQBsDKQDa6TssB,Flawless,Winter,Season,69
0.629,0.534,6,-9.054,0,0.0267,0.437,3.33e-06,0.328,0.649,124.964,147027,4,Fleet Foxes,4XTuSMs47SIg35KxhNIUGe,White Winter Hymnal,Winter,Season,57
0.54,0.842,1,-3.926,1,0.05,0.0075,0.0,0.0915,0.377,105.011,207679,4,The Wombats,2PL9IBLQvJjE7hqCQyJl2g,Turn,Winter,Season,60
0.402,0.364,5,-10.836,1,0.033,0.449,0.0508,0.162,0.224,129.568,328507,4,Ben Howard,3CAX47TnPqTujLIQTw8nwI,Old Pine,Winter,Season,67
0.693,0.467,4,-9.558,0,0.043,0.0497,0.452,0.107,0.402,105.955,197733,4,Alex G,36TbBJ7mLPOZMAYs0p4mxb,Mary,Winter,Season,73
0.661,0.869,5,-5.477,1,0.0334,0.078,0.924,0.398,0.8,126.971,108547,4,Tame Impala,2gNfxysfBRfl9Lvi9T3v6R,Disciples,Winter,Season,71
0.682,0.581,7,-10.339,1,0.0295,0.714,0.323,0.0802,0.539,108.98,217320,4,alt-J,3xqxETvPg43KWP0HOGiOmu,Something Good,Winter,Season,56
0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760,4,Cage The Elephant,2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Winter,Season,82
0.475,0.178,7,-9.976,1,0.0347,0.745,0.000189,0.0899,0.23,136.687,280107,4,Hozier,1ptwL6lZNLc654XAaHqcHb,Unknown / Nth,Winter,Season,68
0.49,0.466,1,-7.685,1,0.0284,0.364,0.888,0.0568,0.153,104.882,368547,3,Beach House,5JyJsAZyLTD7W5oWLeB0JK,PPP,Winter,Season,60
0.668,0.563,4,-8.23,1,0.0305,0.649,0.000377,0.11,0.288,130.362,201786,4,The Lumineers,1iQwNiX36lGVHcC258QFNc,Angela,Winter,Season,58
0.595,0.723,7,-8.256,1,0.0349,0.047,0.0286,0.0995,0.272,108.043,223640,1,Vance Joy,29jtZGdgpE2lWm2mkIt6HS,Mess Is Mine,Winter,Season,73
0.524,0.446,8,-7.823,0,0.0275,0.688,0.000745,0.101,0.272,97.856,265773,4,Fleet Foxes,1rk9eGO7AkPX1oafUuOnGs,Blue Ridge Mountains,Winter,Season,46
0.5,0.774,9,-7.062,1,0.0279,0.00331,0.62,0.185,0.453,91.769,190849,4,Mac DeMarco,4tXzPOr4UaBoA7k7pnpJI1,My Kind Of Woman,Winter,Season,59
0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760,4,Lana Del Rey,5Y6nVaayzitvsD5F7nr3DV,West Coast,Winter,Season,84
0.667,0.314,9,-14.966,0,0.0479,0.961,0.78,0.108,0.322,92.384,124333,4,Alex G,0bPiyfCmBIWqDDQZ6KqFXu,Change,Winter,Season,65
0.374,0.473,4,-5.636,1,0.0323,0.00522,0.00163,0.123,0.0398,148.946,314663,4,The 1975,7iPlcFvOMOzt6v0QvcAueZ,I Always Wanna Die (Sometimes),Winter,Season,63
0.754,0.306,5,-13.322,1,0.0292,0.721,0.0118,0.254,0.664,109.389,231707,4,Wilco,5JuYLzlxsSewBjO4v9a04U,"Jesus, Etc. - 2022 Remaster",Winter,Season,57
0.589,0.481,0,-4.801,1,0.0285,0.273,1.33e-05,0.0986,0.176,93.568,228293,4,Cage The Elephant,0tkBOcK7oRVXQJY97zzSvr,Telescope,Winter,Season,62
0.555,0.727,6,-4.202,1,0.0388,0.0579,7.52e-06,0.0937,0.739,82.142,223120,4,Hozier,4JpazKcfOhbwqZrsYhzHee,Jackie and Wilson,Winter,Season,72
0.693,0.547,11,-9.02,0,0.041,0.42,0.141,0.102,0.774,77.968,235507,4,LEISURE,07AbRgKmb5KfppwtZbZqDI,Slipping Away,Winter,Season,66
0.641,0.398,6,-9.875,1,0.0371,0.396,0.000145,0.384,0.453,114.156,165613,4,Stu Larsen,7eF7Otwa0Z6j1nSg5JmFIQ,Thirteen Sad Farewells,Winter,Season,59
0.611,0.677,10,-6.745,0,0.034,0.0764,0.0698,0.241,0.233,166.04,255320,4,Grimes,3cjvqsvvU80g7WJPMVh8iq,Genesis,Winter,Season,69
0.3,0.449,8,-9.308,0,0.0306,0.395,0.000456,0.137,0.364,82.965,275307,4,Fleet Foxes,7H71gZwWs3xPWnHM30NDUp,Mykonos,Winter,Season,60
0.702,0.607,2,-6.509,1,0.0405,0.364,0.0271,0.123,0.436,116.969,181400,4,alt-J,1o22EcqsCANhwYdaNOSdwS,Tessellate,Winter,Season,58
0.345,0.587,5,-8.346,1,0.0364,0.539,0.0731,0.119,0.258,119.479,317760,4,Lana Del Rey,11MyiSGZSYSmhhqwGUTtAq,Sad Girl,Winter,Season,77
0.466,0.496,1,-6.606,1,0.0302,0.626,6.22e-06,0.117,0.352,74.747,269893,4,KALEO,0QQIhT6PtJ5glyn4HKNKQ6,All the Pretty Girls,Winter,Season,72
0.491,0.672,0,-7.48,1,0.0328,0.000652,1.28e-05,0.0908,0.364,121.199,268907,4,Fontaines D.C.,7MWIc6p9uOACLHGzzP9On7,Roman Holiday,Winter,Season,59
0.515,0.771,2,-5.081,1,0.0394,0.0339,1.81e-05,0.0945,0.552,104.995,253849,4,Hippo Campus,4nAmlRetwMEZr2TsXuHcpD,Boys,Winter,Season,49
0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4,Still Woozy,4vHNeBWDQpVCmGbaccrRzi,Goodie Bag,Winter,Season,77
0.598,0.861,6,-5.351,0,0.0604,0.0814,0.000652,0.185,0.644,161.956,227827,4,Hozier,3SRtygyWBQnoxuOPtdBPm2,De Selby (Part 2),Winter,Season,66
0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040,3,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,Heather,Winter,Season,86
0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,320467,4,Beach House,7H0ya83CMmgFcOhw0UB6ow,Space Song,Winter,Season,79
0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719,289560,3,Bon Iver,4k7x3QKrc3h3U0Viqk0uop,Rosyln,Winter,Season,76
0.65,0.686,4,-5.198,0,0.0314,0.513,0.000189,0.138,0.497,124.019,176147,4,Alex G,4HuiEuJ7ZW8jewUuZBg6sk,Sarah,Winter,Season,74
0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,Winter,Season,91
0.255,0.468,7,-6.43,0,0.0317,0.822,0.248,0.339,0.175,111.67,181960,4,Lana Del Rey,1KuVEZR4xuQVNr1KkanAV4,The Other Woman,Winter,Season,75
0.706,0.46,1,-9.061,1,0.0296,0.847,0.00793,0.106,0.226,102.98,219013,4,flora cash,6iWEhoALoBFnQMNVhYY0Sc,You're Somebody Else,Winter,Season,69
0.564,0.412,8,-9.23,0,0.0274,0.554,0.0,0.151,0.29,144.689,187293,4,David Kushner,0c8K5IUrmVlieC0Fc0d8tV,Mr. Forgettable,Winter,Season,75
0.582,0.451,9,-6.163,1,0.0388,0.292,0.0,0.101,0.242,75.126,265382,4,Jess Glynne,6oO10y1h2VyxJQfomG4CtH,Take Me Home,Winter,Season,66
0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,275040,4,Taylor Swift,1XjHRolIXL2M1EEOUsGGR4,cowboy like me,Winter,Season,66
0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,171728,4,Lorde,6Kkt27YmFyIFrcX3QXFi2o,Liability,Winter,Season,70
0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,132631,4,d4vd,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,Winter,Season,87
0.437,0.229,2,-10.514,1,0.0308,0.221,0.0599,0.0935,0.0754,147.911,343253,4,M83,3rTnGUeDrnZV22DvRuUuXr,Wait,Winter,Season,61
0.669,0.613,4,-11.12,0,0.036,0.487,0.176,0.132,0.566,110.668,220720,4,Bon Iver,2nilAlGEZmwyaLTMMyDdLo,For Emma,Winter,Season,67
0.564,0.3,2,-7.349,1,0.0887,0.638,0.0022,0.101,0.0487,121.888,87093,4,Alex G,4ff1q6L0CZ3nf3LKJ1O7lY,16 Mirrors,Winter,Season,72
0.531,0.363,10,-7.672,1,0.0608,0.749,0.0,0.112,0.259,121.412,229720,4,Hozier,5TgEJ62DOzBpGxZ7WRsrqb,Work Song,Winter,Season,78
0.282,0.464,11,-11.112,0,0.0533,0.544,0.215,0.111,0.0596,148.345,295067,5,Lana Del Rey,5jqNQZBwbZWQXPWfo0ygZF,Art Deco,Winter,Season,79
0.264,0.122,9,-15.399,1,0.0349,0.885,0.349,0.094,0.0735,148.658,371320,4,The Cinematic Orchestra,54KFQB6N4pn926IUUYZGzK,To Build A Home,Winter,Season,75
0.49,0.18,0,-9.764,1,0.0344,0.7,3.96e-05,0.0762,0.182,136.455,284000,3,The Head And The Heart,3z7kvwJVRfA4HCOfm9ngog,Rivers and Roads,Winter,Season,67
0.631,0.348,10,-10.285,1,0.0343,0.926,8.87e-05,0.295,0.32,110.019,232992,4,David Kushner,5iu3rl4feYeRgR1DW0ydNU,Miserable Man,Winter,Season,69
0.681,0.562,0,-7.115,1,0.0446,0.403,0.0,0.0835,0.332,100.02,198221,4,Dermot Kennedy,0B6hW0mGwtejHAWuJ0qMka,Better Days,Winter,Season,65
0.542,0.299,0,-10.379,1,0.0305,0.817,0.0,0.109,0.274,141.917,245267,4,Conan Gray,5GVPVxgdgTKJFxSxLVIw1A,The Story,Winter,Season,61
0.433,0.308,10,-9.001,0,0.0291,0.778,1.46e-05,0.092,0.153,73.331,256236,3,Birdy,0YywjDvFudcaHG74NuWISy,People Help the People,Winter,Season,69
0.506,0.107,5,-18.932,1,0.0482,0.861,0.000232,0.103,0.447,153.506,139000,4,Elliott Smith,15Iczlf2Xl2s4EiLFrkYeg,Say Yes - Remastered 2017,Winter,Season,56
0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,245440,5,Taylor Swift,0PurA4JVJ8YQgSVopY8fn6,tolerate it,Winter,Season,74
0.667,0.314,9,-14.966,0,0.0479,0.961,0.78,0.108,0.322,92.384,124333,4,Alex G,0bPiyfCmBIWqDDQZ6KqFXu,Change,Winter,Season,65
